__type;Title;Name;Description;Adress;latitude;longitude;
VEMaps.PinData;ECOLE MATERNELLE 7 PAS PIVER;;;7  PASSAGE PIVER 75011 PARIS;48.8705385;2.3744658;
VEMaps.PinData;ECOLE MATERNELLE 9 RUE POPINCOURT;;;9  RUE POPINCOURT 75011 PARIS;48.8573519;2.3774323;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 31 RUE SAINT-BERNARD;;;31  RUE SAINT-BERNARD 75011 PARIS;48.8524695;2.3810741;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 35 RUE GODEFROY CAVAIGNAC;;;35  RUE GODEFROY CAVAIGNAC 75011 PARIS;48.8559867;2.3805733;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 39 RUE ALEXANDRE DUMAS;;;39  RUE ALEXANDRE DUMAS 75011 PARIS;48.8537046;2.3932983;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 39 RUE TROIS BORNES;;;39  RUE DES TROIS BORNES 75011 PARIS;48.867261;2.3744773;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 4 AV BOUVINES;;;4  AVENUE DE BOUVINES 75011 PARIS;48.8497889;2.3962469;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 4 RUE KELLER;;;4  RUE KELLER 75011 PARIS;48.8531901;2.3769938;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 98 AV REPUBLIQUE;;;98  AVENUE DE LA REPUBLIQUE 75011 PARIS;48.8637882;2.382271;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 75 BD BELLEVILLE;;;75  BOULEVARD DE BELLEVILLE 75011 PARIS;48.8710861;2.3777411;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 1 RUE PIHET;;;1  RUE PIHET 75011 PARIS;48.8633534;2.3740441;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 100 AV REPUBLIQUE;;;100  AVENUE DE LA REPUBLIQUE 75011 PARIS;48.8637183;2.3826322;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 109 AV PARMENTIER;;;109  AVENUE PARMENTIER 75011 PARIS;48.8675891;2.3726824;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 11 BIS AV PARMENTIER;;;11B  AVENUE PARMENTIER 75011 PARIS;48.859921;2.3789006;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 13 RUE FROMENT;;;13  RUE FROMENT 75011 PARIS;48.8573092;2.3725696;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 14 RUE TITON;;;14  RUE TITON 75011 PARIS;48.8514217;2.3865808;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 17 RUE ALPHONSE BAUDIN;;;17  RUE ALPHONSE BAUDIN 75011 PARIS;48.8610379;2.3701015;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 22 RUE SAINT-MAUR;;;22  RUE SAINT-MAUR 75011 PARIS;48.8604509;2.3819177;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 24 RUE SAINT-SEBASTIEN;;;24  RUE SAINT-SEBASTIEN 75011 PARIS;48.8611637;2.3695317;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 29 RUE SERVAN;;;29  RUE SERVAN 75011 PARIS;48.8608215;2.3829721;
VEMaps.PinData;MAIRIE DU 11E ARRONDISSEMENT;;;12  PLACE LEON BLUM 75011 PARIS;48.8579146;2.3794361;
VEMaps.PinData;ESPACE JEAN AICARD ;;;10  AVENUE JEAN AICARD 75011 PARIS;48.8650914;2.3814948;
VEMaps.PinData;ECOLE MATERNELLE 2 PL LACHAMBEAUDIE;;;2  PLACE LACHAMBEAUDIE 75012 PARIS;48.8356835;2.3860976;
VEMaps.PinData;ECOLE MATERNELLE 253 BIS AV DAUMESNIL;;;253B  AVENUE DAUMESNIL 75012 PARIS;48.8374343;2.4020982;
VEMaps.PinData;ECOLE MATERNELLE 28 RUE BRECHE AUX LOUPS;;;28  RUE DE LA BRECHE AUX LOUPS 75012 PARIS;48.8374155;2.3940482;
VEMaps.PinData;ECOLE MATERNELLE 33 RUE POMMARD;;;33  RUE DE POMMARD 75012 PARIS;48.8365031;2.3837972;
VEMaps.PinData;ECOLE MATERNELLE 40 RUE JACQUES HILLAIRET;;;40  RUE JACQUES HILLAIRET 75012 PARIS;48.8433052;2.3890139;
VEMaps.PinData;ECOLE MATERNELLE 40 RUE MEUNIERS;;;40  RUE DES MEUNIERS 75012 PARIS;48.8348047;2.396586;
VEMaps.PinData;ECOLE MATERNELLE 41 RUE TRAVERSIERE;;;41  RUE TRAVERSIERE 75012 PARIS;48.8475296;2.3732337;
VEMaps.PinData;ECOLE MATERNELLE 42 AV DOCTEUR ARNOLD NETTER;;;42  AVENUE DU DOCTEUR ARNOLD NETTER 75012 PARIS;48.8437744;2.4056468;
VEMaps.PinData;ECOLE MATERNELLE 45 RUE PICPUS;;;45  RUE DE PICPUS 75012 PARIS;48.8436059;2.3966024;
VEMaps.PinData;ECOLE MATERNELLE 56 RUE PICPUS;;;56  RUE DE PICPUS 75012 PARIS;48.8435512;2.3966451;
VEMaps.PinData;ECOLE MATERNELLE 59 RUE REUILLY;;;59  RUE DE REUILLY 75012 PARIS;48.8457658;2.3885968;
VEMaps.PinData;ECOLE MATERNELLE 7 RUE JEAN BOUTON;;;7  RUE JEAN BOUTON 75012 PARIS;48.8455267;2.3769324;
VEMaps.PinData;ECOLE MATERNELLE 70 AV DAUMESNIL;;;70  AVENUE DAUMESNIL 75012 PARIS;48.8446802;2.3804037;
VEMaps.PinData;ECOLE MATERNELLE 8 AV LAMORICIERE;;;8  AVENUE LAMORICIERE 75012 PARIS;48.8447138;2.4120987;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 315 RUE CHARENTON;;;315  RUE DE CHARENTON 75012 PARIS;48.8335845;2.3951674;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 4 RUE BIGNON;;;4  RUE BIGNON 75012 PARIS;48.8404834;2.3886911;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 4 RUE POMMARD;;;4  RUE DE POMMARD 75012 PARIS;48.8356418;2.384936;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 51 RUE CHARENTON;;;51  RUE DE CHARENTON 75012 PARIS;48.8510506;2.3727372;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 52 RUE WATTIGNIES;;;52  RUE DE WATTIGNIES 75012 PARIS;48.8355135;2.3972522;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 8 RUE CHARLES BAUDELAIRE;;;8  RUE CHARLES BAUDELAIRE 75012 PARIS;48.8484961;2.3760687;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 10 AV LAMORICIERE;;;10  AVENUE LAMORICIERE 75012 PARIS;48.8448293;2.412405;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 253 TER AV DAUMESNIL;;;253T  AVENUE DAUMESNIL 75012 PARIS;48.8374343;2.4020982;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 5 RUE JEAN BOUTON;;;5  RUE JEAN BOUTON 75012 PARIS;48.8456684;2.3768131;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 56 RUE PICPUS;;;56  RUE DE PICPUS 75012 PARIS;48.8435512;2.3966451;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 57 RUE REUILLY;;;57  RUE DE REUILLY 75012 PARIS;48.8458217;2.3885239;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 40 BD DIDEROT;;;40  BOULEVARD DIDEROT 75012 PARIS;48.8461592;2.3773753;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 56 RUE PICPUS;;;56  RUE DE PICPUS 75012 PARIS;48.8435512;2.3966451;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 57 RUE REUILLY;;;57  RUE DE REUILLY 75012 PARIS;48.8458217;2.3885239;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 8 AV LAMORICIERE;;;8  AVENUE LAMORICIERE 75012 PARIS;48.8447138;2.4120987;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 83 AV GENERAL MICHEL BIZOT;;;83  AVENUE DU GENERAL MICHEL BIZOT 75012 PARIS;48.8373918;2.4035698;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 165 RUE BERCY;;;165  RUE DE BERCY 75012 PARIS;48.8424635;2.3753291;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 18 RUE BRECHE AUX LOUPS;;;18  RUE DE LA BRECHE AUX LOUPS 75012 PARIS;48.8374256;2.3940579;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 19 RUE MARSOULAN;;;19  RUE MARSOULAN 75012 PARIS;48.8464223;2.4031434;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 22 RUE GABRIEL LAME;;;22  RUE GABRIEL LAME 75012 PARIS;48.8341619;2.3869135;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 27 RUE REUILLY;;;27  RUE DE REUILLY 75012 PARIS;48.8479979;2.3864564;
VEMaps.PinData;ECOLE POLYVALENTE 16 RUE MONTEMPOIVRE;;;16  RUE DE MONTEMPOIVRE 75012 PARIS;48.8401565;2.4068883;
VEMaps.PinData;ECOLE POLYVALENTE GERTY ARCHIMEDE;;;5  RUE BARON LE ROY 75012 PARIS;48.8356308;2.3869992;
VEMaps.PinData;MAIRIE DU 12E ARRONDISSEMENT;;;130  AVENUE DAUMESNIL 75012 PARIS;48.8411363;2.3888422;
VEMaps.PinData;MAISON DES ASSOCIATIONS AVENUE DAUMESNIL;;;181  AVENUE DAUMESNIL 75012 PARIS;48.8406323;2.392377;
VEMaps.PinData;ECOLE MATERNELLE (RELAIS) 34 RUE CHARLES MOUREU;;;34  RUE CHARLES MOUREU 75013 PARIS;48.8286871;2.3617626;
VEMaps.PinData;ECOLE MATERNELLE 100 RUE DE LA GLACIERE;;;10  RUE SOEUR CATHERINE MARIE 75013 PARIS;48.82986;2.3429823;
VEMaps.PinData;ECOLE MATERNELLE 103 RUE CHATEAU DES RENTIERS;;;103  RUE DU CHATEAU DES RENTIERS 75013 PARIS;48.8280433;2.3671444;
VEMaps.PinData;ECOLE MATERNELLE 11 RUE AUGUSTE PERRET;;;11  RUE AUGUSTE PERRET 75013 PARIS;48.8250286;2.3602955;
VEMaps.PinData;ECOLE MATERNELLE 11 RUE CROULEBARBE;;;11  RUE DE CROULEBARBE 75013 PARIS;48.834255;2.352378;
VEMaps.PinData;ECOLE MATERNELLE 12 RUE ESPERANCE;;;12  RUE DE L' ESPERANCE 75013 PARIS;48.8267473;2.3478909;
VEMaps.PinData;ECOLE MATERNELLE 13 RUE LAHIRE;;;13  RUE LAHIRE 75013 PARIS;48.8296691;2.3663221;
VEMaps.PinData;ECOLE MATERNELLE 140 RUE LEON-MAURICE NORDMANN;;;140  RUE LEON-MAURICE NORDMANN 75013 PARIS;48.8336809;2.3429566;
VEMaps.PinData;ECOLE MATERNELLE 15 RUE DOMREMY;;;15  RUE DE DOMREMY 75013 PARIS;48.8303326;2.3731416;
VEMaps.PinData;ECOLE MATERNELLE 157 RUE TOLBIAC;;;157  RUE DE TOLBIAC 75013 PARIS;48.8260506;2.3561565;
VEMaps.PinData;ECOLE MATERNELLE 16 RUE WURTZ;;;16  RUE WURTZ 75013 PARIS;48.8268658;2.3446572;
VEMaps.PinData;ECOLE MATERNELLE 17 RUE POINTE D'IVRY;;;17  RUE DE LA POINTE D'IVRY 75013 PARIS;48.822446;2.3641327;
VEMaps.PinData;ECOLE MATERNELLE 2 RUE PAUL GERVAIS;;;2  RUE PAUL GERVAIS 75013 PARIS;48.831594;2.3476429;
VEMaps.PinData;ECOLE MATERNELLE 20 RUE PATAY;;;20  RUE DE PATAY 75013 PARIS;48.8250905;2.3755726;
VEMaps.PinData;ECOLE MATERNELLE 28 AV STEPHEN PICHON;;;28  AVENUE STEPHEN PICHON 75013 PARIS;48.8323543;2.3585341;
VEMaps.PinData;ECOLE MATERNELLE 71 RUE DUNOIS;;;71  RUE DUNOIS 75013 PARIS;48.833887;2.364246;
VEMaps.PinData;ECOLE MATERNELLE 8 RUE RICAUT;;;8  RUE RICAUT 75013 PARIS;48.8298148;2.3615545;
VEMaps.PinData;ECOLE MATERNELLE 87 RUE BRILLAT-SAVARIN;;;87  RUE BRILLAT-SAVARIN 75013 PARIS;48.8244137;2.3427117;
VEMaps.PinData;ECOLE MATERNELLE 9 RUE FRANC-NOHAIN;;;9  RUE FRANC-NOHAIN 75013 PARIS;48.8213707;2.3753434;
VEMaps.PinData;ECOLE MATERNELLE 90 BD VINCENT AURIOL;;;90  BOULEVARD VINCENT AURIOL 75013 PARIS;48.8335413;2.363394;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 3 RUE EMILE LEVASSOR;;;3  RUE EMILE LEVASSOR 75013 PARIS;48.8208506;2.3690256;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 8 RUE KUSS;;;8  RUE KUSS 75013 PARIS;48.8221808;2.351696;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 9 RUE FRANC-NOHAIN;;;9  RUE FRANC-NOHAIN 75013 PARIS;48.8213707;2.3753434;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 30 PL JEANNE D'ARC;;;30  PLACE JEANNE D'ARC 75013 PARIS;48.8303486;2.3684373;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 46 RUE JENNER;;;46  RUE JENNER 75013 PARIS;48.8359667;2.3609991;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 47 AV IVRY;;;47  AVENUE D' IVRY 75013 PARIS;48.8232389;2.3658388;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 55 RUE BAUDRICOURT;;;55  RUE BAUDRICOURT 75013 PARIS;48.8257264;2.3630826;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 7 RUE PROVIDENCE;;;7  RUE DE LA PROVIDENCE 75013 PARIS;48.825378;2.3487544;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 9 RUE AUGUSTE PERRET;;;9  RUE AUGUSTE PERRET 75013 PARIS;48.8248069;2.3596496;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 100 RUE DE LA GLACIERE;;;10  RUE SOEUR CATHERINE MARIE 75013 PARIS;48.82986;2.3429823;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 11 RUE PIERRE GOURDAULT;;;11  RUE PIERRE GOURDAULT 75013 PARIS;48.8312889;2.3707539;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 13 RUE FAGON;;;13  RUE FAGON 75013 PARIS;48.8325114;2.3570426;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 13 RUE VULPIAN;;;13  RUE VULPIAN 75013 PARIS;48.8314722;2.3465185;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 140 RUE LEON-MAURICE NORDMANN;;;140  RUE LEON-MAURICE NORDMANN 75013 PARIS;48.8336809;2.3429566;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 16 RUE WURTZ;;;16  RUE WURTZ 75013 PARIS;48.8268658;2.3446572;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 173 RUE CHATEAU DES RENTIERS;;;173  RUE DU CHATEAU DES RENTIERS 75013 PARIS;48.8302868;2.3619845;
VEMaps.PinData;ECOLE POLYVALENTE 2 PLACE DES 44 ENFANTS D’IZIEU;;;2  PLACE DES QUARANTE-QUATRE ENFANTS D'IZIEU 75013 PARIS;48.830759;2.359204;
VEMaps.PinData;ECOLE POLYVALENTE 21 RUE PRIMO LEVI;;;21  RUE PRIMO LEVI 75013 PARIS;48.830525;2.378579;
VEMaps.PinData;ECOLE POLYVALENTE 40 RUE DU CHÂTEAU DES RENTIERS;;;40  RUE DU CHATEAU DES RENTIERS 75013 PARIS;48.8248588;2.3699483;
VEMaps.PinData;ECOLE POLYVALENTE 8 RUE GEORGE BALANCHINE;;;8  RUE GEORGE BALANCHINE 75013 PARIS;48.8364364;2.3737579;
VEMaps.PinData;ECOLE POLYVALENTE 8 RUE KUSS;;;8  RUE KUSS 75013 PARIS;48.8221808;2.351696;
VEMaps.PinData;CENTRE D'ANIMATION BAUDRICOURT;;;6  RUE SIMONE WEIL 75013 PARIS;48.8235098;2.3639301;
VEMaps.PinData;CENTRE D'ANIMATION CHARLES RICHET;;;12  RUE DU DOCTEUR CHARLES RICHET 75013 PARIS;48.8319242;2.364011;
VEMaps.PinData;CENTRE D'ANIMATION DAVIEL;;;24  RUE DAVIEL 75013 PARIS;48.8281766;2.3447246;
VEMaps.PinData;CENTRE D'ANIMATION DUNOIS;;;61  RUE DUNOIS 75013 PARIS;48.8331026;2.3663349;
VEMaps.PinData;CENTRE D'ANIMATION POTERNE DES PEUPLIERS;;;1  RUE GOUTHIERE 75013 PARIS;48.8205335;2.3510481;
VEMaps.PinData;CENTRE D'ANIMATION OUDINE;;;5  RUE EUGENE OUDINE 75013 PARIS;48.825869;2.3759222;
VEMaps.PinData;CENTRE D'ANIMATION MASSENA;;;12  RUE RENE GOSCINNY 75013 PARIS;48.8307047;2.380085;
VEMaps.PinData;ECOLE MATERNELLE 23 RUE BOULARD;;;23  RUE BOULARD 75014 PARIS;48.8337448;2.3288462;
VEMaps.PinData;ECOLE MATERNELLE 23 RUE JACQUIER;;;23  RUE JACQUIER 75014 PARIS;48.8300322;2.3169664;
VEMaps.PinData;ECOLE MATERNELLE 24 RUE DELAMBRE;;;24  RUE DELAMBRE 75014 PARIS;48.8415709;2.3269971;
VEMaps.PinData;ECOLE MATERNELLE 3 BIS RUE ALESIA;;;3B  RUE D' ALESIA 75014 PARIS;48.8266585;2.3397051;
VEMaps.PinData;ECOLE MATERNELLE 34 RUE SARRETTE;;;34  RUE SARRETTE 75014 PARIS;48.8260241;2.3286503;
VEMaps.PinData;ECOLE MATERNELLE 48 RUE HIPPOLYTE MAINDRON;;;48  RUE HIPPOLYTE MAINDRON 75014 PARIS;48.8305263;2.3206579;
VEMaps.PinData;ECOLE MATERNELLE 55 RUE MAURICE RIPOCHE;;;55  RUE MAURICE RIPOCHE 75014 PARIS;48.8333077;2.3230066;
VEMaps.PinData;ECOLE MATERNELLE 55 RUE SARRETTE;;;55  RUE SARRETTE 75014 PARIS;48.8251358;2.3268002;
VEMaps.PinData;ECOLE MATERNELLE 7 AV MAURICE D'OCAGNE;;;7  AVENUE MAURICE D'OCAGNE 75014 PARIS;48.8248806;2.3120384;
VEMaps.PinData;ECOLE MATERNELLE 77 RUE TOMBE ISSOIRE;;;77  RUE DE LA TOMBE ISSOIRE 75014 PARIS;48.8276339;2.3324518;
VEMaps.PinData;ECOLE MATERNELLE 7 SQ ALAIN-FOURNIER;;;7  RUE DE LA BRIQUETERIE 75014 PARIS;48.8274617;2.3068754;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 3 RUE ALESIA;;;3  RUE D' ALESIA 75014 PARIS;48.8266585;2.3397051;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 46 RUE BOULARD;;;46  RUE BOULARD 75014 PARIS;48.832886;2.3281076;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 48 RUE HIPPOLYTE MAINDRON;;;48  RUE HIPPOLYTE MAINDRON 75014 PARIS;48.8305263;2.3206579;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 5 RUE PRISSE D'AVENNES;;;5  RUE PRISSE D'AVENNES 75014 PARIS;48.8251294;2.3282878;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 AV MAURICE D'OCAGNE;;;7  AVENUE MAURICE D'OCAGNE 75014 PARIS;48.8248806;2.3120384;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 RUE ASSELINE;;;7  RUE ASSELINE 75014 PARIS;48.8351232;2.3227137;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 8 RUE MAURICE ROUVIER;;;8  RUE MAURICE ROUVIER 75014 PARIS;48.831131;2.3097269;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 87 BD ARAGO;;;87  BOULEVARD ARAGO 75014 PARIS;48.834543;2.3358709;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 5 SQ ALAIN-FOURNIER;;;5  SQUARE ALAIN FOURNIER 75014 PARIS;48.8280984;2.3071809;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 12 RUE ALESIA;;;12  RUE D' ALESIA 75014 PARIS;48.8277954;2.3334781;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 12 RUE SEVERO;;;12  RUE SEVERO 75014 PARIS;48.8324806;2.3235229;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 18 RUE JEAN ZAY;;;18  RUE JEAN ZAY 75014 PARIS;48.8375299;2.3208731;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 188 RUE ALESIA;;;188  RUE D' ALESIA 75014 PARIS;48.8324467;2.3123078;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 20 RUE ANTOINE CHANTIN;;;20  RUE ANTOINE CHANTIN 75014 PARIS;48.8272947;2.3224127;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 24 RUE DELAMBRE;;;24  RUE DELAMBRE 75014 PARIS;48.8415709;2.3269971;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 28 RUE PIERRE LAROUSSE;;;28  RUE PIERRE LAROUSSE 75014 PARIS;48.829155;2.3141159;
VEMaps.PinData;ECOLE POLYVALENTE 13 AV DE LA SIBELLE;;;13  AVENUE DE LA SIBELLE 75014 PARIS;48.8260258;2.3384828;
VEMaps.PinData;ECOLE POLYVALENTE 69 RUE OUEST;;;69  RUE DE L' OUEST 75014 PARIS;48.8357006;2.3186671;
VEMaps.PinData;MAIRIE DU 14E ARRONDISSEMENT;;;2B  PLACE FERDINAND BRUNOT 75014 PARIS;48.8326402;2.3272742;
VEMaps.PinData;MAIRIE ANNEXE DU 14E ARRONDISSEMENT;;;26  RUE MOUTON-DUVERNET 75014 PARIS;48.8324434;2.3258768;
VEMaps.PinData;MAISON DES ASSOCIATIONS RUE DEPARCIEUX;;;22  RUE DEPARCIEUX 75014 PARIS;48.8356253;2.3258871;
VEMaps.PinData;LOCAUX ASSOCIATIFS 12 RUE DU MOULIN DES LAPINS;;;12  RUE DU MOULIN DES LAPINS 75014 PARIS;48.8341858;2.3208703;
VEMaps.PinData;ECOLE MATERNELLE 16 RUE EMERIAU;;;16  RUE EMERIAU 75015 PARIS;48.8515009;2.2881729;
VEMaps.PinData;ECOLE MATERNELLE 17 RUE VOLONTAIRES;;;17  RUE DES VOLONTAIRES 75015 PARIS;48.8425276;2.3072162;
VEMaps.PinData;ECOLE MATERNELLE 18 RUE FEDERATION;;;18  RUE DE LA FEDERATION 75015 PARIS;48.854616;2.2911172;
VEMaps.PinData;ECOLE MATERNELLE 2 RUE THEODORE DECK;;;2  RUE THEODORE DECK 75015 PARIS;48.8376016;2.2906241;
VEMaps.PinData;ECOLE MATERNELLE 22 RUE SEXTIUS MICHEL;;;22  RUE SEXTIUS MICHEL 75015 PARIS;48.8504089;2.2885638;
VEMaps.PinData;ECOLE MATERNELLE 3 PL CARDINAL AMETTE;;;3  PLACE DU CARDINAL AMETTE 75015 PARIS;48.8509706;2.297077;
VEMaps.PinData;ECOLE MATERNELLE 3 RUE JONGKIND;;;3  RUE JONGKIND 75015 PARIS;48.8390462;2.280131;
VEMaps.PinData;ECOLE MATERNELLE 34 RUE OLIVIER DE SERRES;;;34  RUE OLIVIER DE SERRES 75015 PARIS;48.8355589;2.2966774;
VEMaps.PinData;ECOLE MATERNELLE 35 AV EMILE ZOLA;;;35  AVENUE EMILE ZOLA 75015 PARIS;48.8463515;2.2819113;
VEMaps.PinData;ECOLE MATERNELLE 38 RUE VIOLET;;;38  RUE VIOLET 75015 PARIS;48.8474324;2.2926816;
VEMaps.PinData;ECOLE MATERNELLE 40 RUE MORILLONS;;;40  RUE DES MORILLONS 75015 PARIS;48.8324511;2.3016473;
VEMaps.PinData;ECOLE MATERNELLE 42 RUE ALLERAY;;;42  RUE D' ALLERAY 75015 PARIS;48.8367252;2.3033857;
VEMaps.PinData;ECOLE MATERNELLE 5 AV PORTE BRANCION;;;5  AVENUE DE LA PORTE BRANCION 75015 PARIS;48.8274273;2.3011319;
VEMaps.PinData;ECOLE MATERNELLE 5 RUE LACORDAIRE;;;5  RUE LACORDAIRE 75015 PARIS;48.8440949;2.284373;
VEMaps.PinData;ECOLE MATERNELLE 56 AV FELIX FAURE;;;56  AVENUE FELIX FAURE 75015 PARIS;48.8406256;2.286661;
VEMaps.PinData;ECOLE MATERNELLE 6 RUE GERBERT;;;6  RUE GERBERT 75015 PARIS;48.8397625;2.2978252;
VEMaps.PinData;ECOLE MATERNELLE 66 RUE PROCESSION;;;66  RUE DE LA PROCESSION 75015 PARIS;48.836578;2.3094216;
VEMaps.PinData;ECOLE MATERNELLE 72 RUE GUTENBERG;;;72  RUE GUTENBERG 75015 PARIS;48.8412086;2.2785898;
VEMaps.PinData;ECOLE MATERNELLE 9 RUE VARET;;;9  RUE VARET 75015 PARIS;48.8401021;2.2811514;
VEMaps.PinData;ECOLE MATERNELLE 95 RUE BALARD;;;95  RUE BALARD 75015 PARIS;48.8383011;2.278379;
