__type;Title;Name;Description;Adress;latitude;longitude;
VEMaps.PinData;ECOLE MATERNELLE 99 RUE OLIVIER DE SERRES;;;99  RUE OLIVIER DE SERRES 75015 PARIS;48.8317787;2.2932525;
VEMaps.PinData;ECOLE MATERNELLE A 33 RUE AMIRAL ROUSSIN;;;33  RUE DE L' AMIRAL ROUSSIN 75015 PARIS;48.844611;2.2995341;
VEMaps.PinData;ECOLE MATERNELLE A 33 RUE MIOLLIS;;;33  RUE MIOLLIS 75015 PARIS;48.8454217;2.3023637;
VEMaps.PinData;ECOLE MATERNELLE B 13 RUE CEPRE;;;13  RUE CEPRE 75015 PARIS;48.8470967;2.3036948;
VEMaps.PinData;ECOLE MATERNELLE B 83 RUE MADEMOISELLE;;;83  RUE MADEMOISELLE 75015 PARIS;48.8432351;2.3005178;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 3 RUE CORBON;;;3  RUE CORBON 75015 PARIS;48.8364612;2.3032543;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 33 BIS RUE MIOLLIS;;;33B  RUE MIOLLIS 75015 PARIS;48.8454217;2.3023637;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 5 AV PORTE BRANCION;;;5  AVENUE DE LA PORTE BRANCION 75015 PARIS;48.8274273;2.3011319;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 50 RUE GUTENBERG;;;50  RUE GUTENBERG 75015 PARIS;48.8426603;2.2797642;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 56 AV FELIX FAURE;;;56  AVENUE FELIX FAURE 75015 PARIS;48.8406256;2.286661;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 RUE LACORDAIRE;;;7  RUE LACORDAIRE 75015 PARIS;48.8438769;2.2842302;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 99 RUE OLIVIER DE SERRES;;;99  RUE OLIVIER DE SERRES 75015 PARIS;48.8317787;2.2932525;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 10 RUE SAINT-LAMBERT;;;10  RUE SAINT-LAMBERT 75015 PARIS;48.8381776;2.2909134;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 17 RUE VIGEE-LEBRUN;;;17  RUE VIGEE-LEBRUN 75015 PARIS;48.8388259;2.3110873;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 21 RUE DUPLEIX;;;21  RUE DUPLEIX 75015 PARIS;48.8515143;2.2970741;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE A 35 RUE AMIRAL ROUSSIN;;;35  RUE DE L' AMIRAL ROUSSIN 75015 PARIS;48.8443581;2.2996062;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 11 RUE VIGEE-LEBRUN;;;11  RUE VIGEE-LEBRUN 75015 PARIS;48.8389684;2.3105877;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 12 RUE SAINT-LAMBERT;;;12  RUE SAINT-LAMBERT 75015 PARIS;48.8380289;2.2910998;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 3 PL CARDINAL AMETTE;;;3  PLACE DU CARDINAL AMETTE 75015 PARIS;48.8509706;2.297077;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE B 81 RUE MADEMOISELLE;;;81  RUE MADEMOISELLE 75015 PARIS;48.8432711;2.3003752;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE (ANNEXE) 20 RUE DE LA SAÏDA;;;20  RUE DE LA SAIDA 75015 PARIS;48.8319619;2.2955779;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 10 RUE EMERIAU;;;10  RUE EMERIAU 75015 PARIS;48.8516853;2.2883799;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 12 RUE FONDARY;;;12  RUE FONDARY 75015 PARIS;48.8483643;2.2923537;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 14 RUE FRANCOIS COPPEE;;;14  RUE FRANCOIS COPPEE 75015 PARIS;48.8397044;2.2877901;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 146 AV FELIX FAURE;;;146  AVENUE FELIX FAURE 75015 PARIS;48.8373538;2.2793175;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 15 RUE CHERBOURG;;;15  RUE DE CHERBOURG 75015 PARIS;48.8309163;2.3039823;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 19 RUE BLOMET;;;19  RUE BLOMET 75015 PARIS;48.843229;2.3074156;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 197 RUE SAINT-CHARLES;;;197  RUE SAINT-CHARLES 75015 PARIS;48.8400903;2.279832;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 20 RUE FALGUIERE;;;20  RUE FALGUIERE 75015 PARIS;48.8431852;2.3166533;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 25 RUE ROUELLE;;;25  RUE ROUELLE 75015 PARIS;48.8504376;2.2873633;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 27 RUE OLIVIER DE SERRES;;;27  RUE OLIVIER DE SERRES 75015 PARIS;48.8356894;2.2969077;
VEMaps.PinData;ECOLE POLYVALENTE 3 BD FRERES VOISIN;;;3  BOULEVARD DES FRERES VOISIN 75015 PARIS;48.8279336;2.2711246;
VEMaps.PinData;ECOLE POLYVALENTE 78 RUE CONVENTION;;;78  RUE DE LA CONVENTION 75015 PARIS;48.8421488;2.2855594;
VEMaps.PinData;MAIRIE DU 15E ARRONDISSEMENT;;;31  RUE PECLET 75015 PARIS;48.8413986;2.3003453;
VEMaps.PinData;MAIRIE D'ARRONDISSEMENT 15E (ANNEXE) LECOURBE;;;154  RUE LECOURBE 75015 PARIS;48.8417079;2.2994759;
VEMaps.PinData;MAIRIE D'ARRONDISSEMENT (ANNEXE) 15E VIOLET;;;69  RUE VIOLET 75015 PARIS;48.845619;2.2914486;
VEMaps.PinData;MAISON DES ASSOCIATIONS RUE DE LA SAIDA;;;22  RUE DE LA SAIDA 75015 PARIS;48.8318107;2.2957874;
VEMaps.PinData;CRÈCHE FAMILIALE (ANTENNE) 9 RUE PERICHAUX;;;9  RUE DES PERICHAUX 75015 PARIS;48.8298625;2.2990099;
VEMaps.PinData;CENTRE D'ANIMATION DES FRERES VOISIN;;;36  RUE DU COLONEL PIERRE AVIA 75015 PARIS;48.828998;2.2737458;
VEMaps.PinData;CENTRE D'ANIMATION ESPACE CEVENNES;;;9  RUE DE LA MONTAGNE D'AULAS 75015 PARIS;48.840423;2.278901;
VEMaps.PinData;CENTRE D'ANIMATION SOHANE BENZIANE;;;20  RUE GEORGES DUHAMEL 75015 PARIS;48.8356427;2.3118676;
VEMaps.PinData;ESPACE PARIS PLAINE;;;13  RUE DU GENERAL GUILLAUMAT 75015 PARIS;48.8279165;2.2929615;
VEMaps.PinData;ECOLE MATERNELLE 141 AV VERSAILLES;;;141  AVENUE DE VERSAILLES 75016 PARIS;48.8421743;2.2678638;
VEMaps.PinData;ECOLE MATERNELLE 15 BIS RUE SAINT-DIDIER;;;15B  RUE SAINT-DIDIER 75016 PARIS;48.8661154;2.2877684;
VEMaps.PinData;ECOLE MATERNELLE 162 BD MURAT;;;162  BOULEVARD MURAT 75016 PARIS;48.8388794;2.2653837;
VEMaps.PinData;ECOLE MATERNELLE 18 RUE GROS;;;18  RUE GROS 75016 PARIS;48.8512771;2.275946;
VEMaps.PinData;ECOLE MATERNELLE 18 RUE SERGE PROKOFIEV;;;18  RUE SERGE PROKOFIEV 75016 PARIS;48.85425;2.2679392;
VEMaps.PinData;ECOLE MATERNELLE 20 RUE PAUL VALERY;;;20  RUE PAUL VALERY 75016 PARIS;48.8705468;2.2896703;
VEMaps.PinData;ECOLE MATERNELLE 25 RUE PASSY;;;25  RUE DE PASSY 75016 PARIS;48.8580281;2.2823306;
VEMaps.PinData;ECOLE MATERNELLE 27 AV PARC DES PRINCES;;;27  AVENUE DU PARC DES PRINCES 75016 PARIS;48.8400858;2.2547465;
VEMaps.PinData;ECOLE MATERNELLE 38 RUE PERCHAMPS;;;38  RUE DES PERCHAMPS 75016 PARIS;48.8492563;2.2681662;
VEMaps.PinData;ECOLE MATERNELLE 5 RUE GUSTAVE ZEDE;;;5  RUE GUSTAVE ZEDE 75016 PARIS;48.8560339;2.2730212;
VEMaps.PinData;ECOLE MATERNELLE 56 RUE BOISSIERE;;;56  RUE BOISSIERE 75016 PARIS;48.8681034;2.2879413;
VEMaps.PinData;ECOLE MATERNELLE 56-58 RUE ERLANGER;;;58  RUE ERLANGER 75016 PARIS;48.8440072;2.2595307;
VEMaps.PinData;ECOLE MATERNELLE 64 RUE CHARDON-LAGACHE;;;64  RUE CHARDON-LAGACHE 75016 PARIS;48.8423754;2.2642506;
VEMaps.PinData;ECOLE MATERNELLE 9 RUE BOULAINVILLIERS;;;9  RUE DE BOULAINVILLIERS 75016 PARIS;48.852181;2.2768272;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 41 BIS RUE LA FONTAINE;;;41B  RUE JEAN DE LA FONTAINE 75016 PARIS;48.8503249;2.2703598;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 51 RUE MICHEL-ANGE;;;51  RUE MICHEL-ANGE 75016 PARIS;48.8441117;2.2609916;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 54 RUE BOISSIERE;;;54  RUE BOISSIERE 75016 PARIS;48.8680379;2.2880307;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 63 RUE BOILEAU;;;63  RUE BOILEAU 75016 PARIS;48.8427151;2.2629694;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 8 RUE CHERNOVIZ;;;8  RUE CHERNOVIZ 75016 PARIS;48.8573153;2.2820687;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 10 RUE BAUCHES;;;10  RUE DES BAUCHES 75016 PARIS;48.8559794;2.2740391;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 130 RUE LONGCHAMP;;;130  RUE DE LONGCHAMP 75016 PARIS;48.8755732;2.2497227;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 15 BIS RUE SAINT-DIDIER;;;15B  RUE SAINT-DIDIER 75016 PARIS;48.8661154;2.2877684;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 15 RUE BAUCHES;;;15  RUE DES BAUCHES 75016 PARIS;48.8560332;2.2735101;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 162 BD MURAT;;;162  BOULEVARD MURAT 75016 PARIS;48.8388794;2.2653837;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 17 RUE BOILEAU;;;17  RUE BOILEAU 75016 PARIS;48.8463923;2.2652888;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 18 RUE PAUL VALERY;;;18  RUE PAUL VALERY 75016 PARIS;48.8703405;2.2899176;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 20 RUE MUSSET;;;20  RUE DE MUSSET 75016 PARIS;48.8420502;2.2634733;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 21 RUE HAMELIN;;;21  RUE AMIRAL HAMELIN 75016 PARIS;48.8673121;2.2920809;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 23 AV PARC DES PRINCES;;;23  AVENUE DU PARC DES PRINCES 75016 PARIS;48.8408861;2.2546095;
VEMaps.PinData;ECOLE POLYVALENTE 3 IMP BELLES-FEUILLES;;;3  IMPASSE DES BELLES FEUILLES 75016 PARIS;48.8688029;2.2807044;
VEMaps.PinData;ECOLE POLYVALENTE 4 RUE DECAMPS;;;4  RUE DECAMPS 75016 PARIS;48.865271;2.2826124;
VEMaps.PinData;MAIRIE DU 16E ARRONDISSEMENT;;;71  AVENUE HENRI MARTIN 75016 PARIS;48.8639519;2.2773394;
VEMaps.PinData;MAISON DES ASSOCIATIONS AVENUE RENÉ BOYLESVE;;;14  AVENUE RENE BOYLESVE 75016 PARIS;48.8565747;2.2841992;
VEMaps.PinData;ECOLE MATERNELLE 16 RUE COLONEL MOLL;;;16  RUE DU COLONEL MOLL 75017 PARIS;48.8781059;2.2899678;
VEMaps.PinData;ECOLE MATERNELLE 16 RUE DAUTANCOURT;;;16  RUE DAUTANCOURT 75017 PARIS;48.889423;2.324387;
VEMaps.PinData;ECOLE MATERNELLE 18 RUE AMPERE;;;18  RUE AMPERE 75017 PARIS;48.8853349;2.3047673;
VEMaps.PinData;ECOLE MATERNELLE 20 RUE JOUFFROY D'ABBANS;;;20  RUE JOUFFROY D'ABBANS 75017 PARIS;48.8864641;2.3109637;
VEMaps.PinData;ECOLE MATERNELLE 21 RUE ANDRE BRECHET;;;21  RUE ANDRE BRECHET 75017 PARIS;48.8988631;2.3269897;
VEMaps.PinData;ECOLE MATERNELLE 21 RUE CAPITAINE LAGACHE;;;21  RUE DU CAPITAINE LAGACHE 75017 PARIS;48.8920256;2.3256539;
VEMaps.PinData;ECOLE MATERNELLE 22 AV PORTE DE VILLIERS;;;22  AVENUE DE LA PORTE DE VILLIERS 75017 PARIS;48.8848527;2.2853766;
VEMaps.PinData;ECOLE MATERNELLE 221 BD PEREIRE;;;221  BOULEVARD PEREIRE 75017 PARIS;48.8804491;2.2893636;
VEMaps.PinData;ECOLE MATERNELLE 24 RUE CHRISTINE DE PISAN;;;24  RUE CHRISTINE DE PISAN 75017 PARIS;48.8900761;2.3080569;
VEMaps.PinData;ECOLE MATERNELLE 28 RUE BROCHANT;;;28  RUE BROCHANT 75017 PARIS;48.889559;2.318974;
VEMaps.PinData;ECOLE MATERNELLE 3 RUE GUSTAVE DORE;;;3  RUE GUSTAVE DORE 75017 PARIS;48.8861645;2.3033185;
VEMaps.PinData;ECOLE MATERNELLE 31 RUE DES RENAUDES;;;31  RUE DES RENAUDES 75017 PARIS;48.8808671;2.2975486;
VEMaps.PinData;ECOLE MATERNELLE 44 RUE EPINETTES;;;44  RUE DES EPINETTES 75017 PARIS;48.8969036;2.323904;
VEMaps.PinData;ECOLE MATERNELLE 48 RUE SAUSSURE;;;48  RUE DE SAUSSURE 75017 PARIS;48.8850968;2.3152761;
VEMaps.PinData;ECOLE MATERNELLE 56 RUE BAYEN;;;56  RUE BAYEN 75017 PARIS;48.8834931;2.2901767;
VEMaps.PinData;ECOLE MATERNELLE 6 RUE LOUIS VIERNE;;;6  RUE LOUIS VIERNE 75017 PARIS;48.8883519;2.2898005;
VEMaps.PinData;ECOLE MATERNELLE 61 CI FLEURS;;;61  CITE DES FLEURS 75017 PARIS;48.8926143;2.3203252;
VEMaps.PinData;ECOLE MATERNELLE 8 RUE TAPISSERIES;;;8  RUE DES TAPISSERIES 75017 PARIS;48.8883296;2.307649;
VEMaps.PinData;ECOLE MATERNELLE 90 BD BESSIERES;;;90  BOULEVARD BESSIERES 75017 PARIS;48.8964226;2.3189824;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 42 RUE EPINETTES;;;42  RUE DES EPINETTES 75017 PARIS;48.8967226;2.3237172;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 42 RUE POUCHET;;;42  RUE POUCHET 75017 PARIS;48.8939575;2.3204137;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 49 RUE LEGENDRE;;;49  RUE LEGENDRE 75017 PARIS;48.885325;2.3162039;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 5 RUE JACQUES KELLNER;;;5  RUE JACQUES KELLNER 75017 PARIS;48.8966883;2.3248523;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 AV PORTE DE CHAMPERRET;;;7  AVENUE DE LA PORTE DE CHAMPERRET 75017 PARIS;48.8862457;2.2870991;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 92 BD BESSIERES;;;92  BOULEVARD BESSIERES 75017 PARIS;48.8963531;2.3188017;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 101 RUE SAUSSURE;;;101  RUE DE SAUSSURE 75017 PARIS;48.8874515;2.3117369;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 105 RUE LEMERCIER;;;105  RUE LEMERCIER 75017 PARIS;48.8897427;2.3180062;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 112 BD BERTHIER;;;112  BOULEVARD BERTHIER 75017 PARIS;48.8892144;2.3017984;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 12 BIS RUE FOURCROY;;;12B  RUE FOURCROY 75017 PARIS;48.8804475;2.2964632;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 16 RUE COLONEL MOLL;;;16  RUE DU COLONEL MOLL 75017 PARIS;48.8781059;2.2899678;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 16 RUE LAUGIER;;;16  RUE LAUGIER 75017 PARIS;48.8803665;2.2966801;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 18 RUE AMPERE;;;18  RUE AMPERE 75017 PARIS;48.8853349;2.3047673;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 19 RUE CAPITAINE LAGACHE;;;19  RUE DU CAPITAINE LAGACHE 75017 PARIS;48.8920052;2.3257833;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 20 RUE JOUFFROY D'ABBANS;;;20  RUE JOUFFROY D'ABBANS 75017 PARIS;48.8864641;2.3109637;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 221 BD PEREIRE;;;221  BOULEVARD PEREIRE 75017 PARIS;48.8804491;2.2893636;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 23 AV SAINT-OUEN;;;23  AVENUE DE SAINT-OUEN 75017 PARIS;48.8889445;2.3259615;
VEMaps.PinData;ECOLE POLYVALENTE 10 RUE BOURSAULT;;;10  RUE BOURSAULT 75017 PARIS;48.8828295;2.3207561;
VEMaps.PinData;ECOLE POLYVALENTE 15 RUE TRUFFAUT;;;15  RUE TRUFFAUT 75017 PARIS;48.8849834;2.3224696;
VEMaps.PinData;ECOLE POLYVALENTE 38 BD REIMS;;;38  BOULEVARD DE REIMS 75017 PARIS;48.8881044;2.2952869;
VEMaps.PinData;ECOLE POLYVALENTE 5 RUE MARGUERITE LONG;;;5  RUE MARGUERITE LONG 75017 PARIS;48.8911567;2.3044675;
VEMaps.PinData;ECOLE POLYVALENTE 6 RUE LECOMTE;;;6  RUE LECOMTE 75017 PARIS;48.8887083;2.3209132;
VEMaps.PinData;MAIRIE DU 17E ARRONDISSEMENT;;;16  RUE DES BATIGNOLLES 75017 PARIS;48.8842054;2.322137;
VEMaps.PinData;MAISON DES ASSOCIATIONS RUE LANTIEZ;;;25  RUE LANTIEZ 75017 PARIS;48.8948843;2.323919;
VEMaps.PinData;ANTENNE JEUNES LES HAUTS DE MALESHERBES ;;;27  RUE MARGUERITE LONG 75017 PARIS;48.8923587;2.3025504;
VEMaps.PinData;ANTENNE JEUNES LOUCHEUR;;;3  RUE LOUIS LOUCHEUR 75017 PARIS;48.8980843;2.3256739;
VEMaps.PinData;ECOLE MATERNELLE 1 RUE PAUL ABADIE;;;1  RUE PAUL ABADIE 75018 PARIS;48.897242;2.3357012;
VEMaps.PinData;ECOLE MATERNELLE 11 RUE ANDRE DEL SARTE;;;11  RUE ANDRE DEL SARTE 75018 PARIS;48.8857576;2.3464238;
VEMaps.PinData;ECOLE MATERNELLE 131 RUE BELLIARD;;;131  RUE BELLIARD 75018 PARIS;48.8963368;2.3352565;
VEMaps.PinData;ECOLE MATERNELLE 18 RUE RICHOMME;;;18  RUE RICHOMME 75018 PARIS;48.8864347;2.3521259;
VEMaps.PinData;ECOLE MATERNELLE 19 RUE AMIRAUX;;;19  RUE DES AMIRAUX 75018 PARIS;48.8946446;2.3502339;
VEMaps.PinData;ECOLE MATERNELLE 2 RUE CHARLES HERMITE;;;2  RUE CHARLES HERMITE 75018 PARIS;48.8998507;2.3701817;
VEMaps.PinData;ECOLE MATERNELLE 2 RUE VAUVENARGUES;;;2  RUE VAUVENARGUES 75018 PARIS;48.8916718;2.334987;
VEMaps.PinData;ECOLE MATERNELLE 29 RUE MARCADET;;;29  RUE MARCADET 75018 PARIS;48.8903399;2.352817;
VEMaps.PinData;ECOLE MATERNELLE 3 RUE FERDINAND FLOCON;;;3  RUE FERDINAND FLOCON 75018 PARIS;48.8911559;2.3456214;
VEMaps.PinData;ECOLE MATERNELLE 3 RUE SAINT-LUC;;;3  RUE SAINT-LUC 75018 PARIS;48.8855996;2.3541658;
VEMaps.PinData;ECOLE MATERNELLE 4 PL JEAN-BAPTISTE CLEMENT;;;4  PLACE JEAN-BAPTISTE CLEMENT 75018 PARIS;48.8863811;2.3388254;
VEMaps.PinData;ECOLE MATERNELLE 4 SQ LAMARCK;;;4  SQUARE LAMARCK 75018 PARIS;48.8905067;2.335646;
VEMaps.PinData;ECOLE MATERNELLE 41 RUE CLOYS;;;41  RUE DES CLOYS 75018 PARIS;48.8929786;2.3382905;
VEMaps.PinData;ECOLE MATERNELLE 5 RUE CARPEAUX;;;5  RUE CARPEAUX 75018 PARIS;48.8904338;2.3300176;
VEMaps.PinData;ECOLE MATERNELLE 51 RUE DEPARTEMENT;;;51  RUE DU DEPARTEMENT 75018 PARIS;48.8865045;2.3618737;
VEMaps.PinData;ECOLE MATERNELLE 52 RUE VAUVENARGUES;;;52  RUE VAUVENARGUES 75018 PARIS;48.8954468;2.3315156;
VEMaps.PinData;ECOLE MATERNELLE 53 BIS RUE MARX DORMOY;;;53B  RUE MARX DORMOY 75018 PARIS;48.8884194;2.3597251;
VEMaps.PinData;ECOLE MATERNELLE 56 RUE ORSEL;;;56  RUE D' ORSEL 75018 PARIS;48.883547;2.3408794;
VEMaps.PinData;ECOLE MATERNELLE 57 RUE GOUTTE D'OR;;;57  RUE DE LA GOUTTE D'OR 75018 PARIS;48.8850277;2.350959;
VEMaps.PinData;ECOLE MATERNELLE 6 RUE RUISSEAU;;;6  RUE DU RUISSEAU 75018 PARIS;48.8918314;2.3399224;
VEMaps.PinData;ECOLE MATERNELLE 60 RUE RENE BINET;;;60  RUE RENE BINET 75018 PARIS;48.8991775;2.3374569;
VEMaps.PinData;ECOLE MATERNELLE 7 RUE TCHAIKOVSKI;;;7  RUE TCHAIKOVSKI 75018 PARIS;48.8939552;2.3645942;
VEMaps.PinData;ECOLE MATERNELLE 7 RUE TORCY;;;7  RUE DE TORCY 75018 PARIS;48.8911258;2.3646864;
VEMaps.PinData;ECOLE MATERNELLE 72 RUE CHAMPIONNET;;;72  RUE CHAMPIONNET 75018 PARIS;48.8958897;2.3448416;
VEMaps.PinData;ECOLE MATERNELLE 77 RUE MONT CENIS;;;77  RUE DU MONT CENIS 75018 PARIS;48.8921927;2.3440776;
VEMaps.PinData;ECOLE MATERNELLE 8 RUE CHRISTIANI;;;8  RUE CHRISTIANI 75018 PARIS;48.8859754;2.3485565;
VEMaps.PinData;ECOLE MATERNELLE 94 RUE JOSEPH DE MAISTRE;;;94  RUE JOSEPH DE MAISTRE 75018 PARIS;48.8932575;2.3302833;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 33 RUE DE L'EVANGILE;;;33  RUE DE L' EVANGILE 75018 PARIS;48.8940111;2.3648726;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 4 RUE CHARLES HERMITE;;;4  RUE CHARLES HERMITE 75018 PARIS;48.8998469;2.369978;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 5 RUE FERDINAND FLOCON;;;5  RUE FERDINAND FLOCON 75018 PARIS;48.8917428;2.345814;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 5 RUE TORCY;;;5  RUE DE TORCY 75018 PARIS;48.8911352;2.3647694;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 50 RUE VAUVENARGUES;;;50  RUE VAUVENARGUES 75018 PARIS;48.8953171;2.331646;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 58 RUE PHILIPPE DE GIRARD;;;58  RUE PHILIPPE DE GIRARD 75018 PARIS;48.8863186;2.3611615;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 6 RUE JEAN-FRANCOIS LEPINE;;;6  RUE JEAN-FRANCOIS LEPINE 75018 PARIS;48.8861557;2.3583725;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 61 RUE CLIGNANCOURT;;;61  RUE DE CLIGNANCOURT 75018 PARIS;48.8879344;2.3478273;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 62 RUE LEPIC;;;62  RUE LEPIC 75018 PARIS;48.8870069;2.3339071;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 65 RUE DAMREMONT;;;65  RUE DAMREMONT 75018 PARIS;48.892123;2.3351362;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 67 RUE DAMREMONT;;;67  RUE DAMREMONT 75018 PARIS;48.8921854;2.3352631;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 69 RUE CHAMPIONNET;;;69  RUE CHAMPIONNET 75018 PARIS;48.8957634;2.3453321;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 RUE CHAMPIONNET;;;7  RUE CHAMPIONNET 75018 PARIS;48.8951706;2.3522236;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 RUE DOUDEAUVILLE;;;7  RUE DOUDEAUVILLE 75018 PARIS;48.8888851;2.3586806;
VEMaps.PinData;ECOLE ÉLÉMENTAIRE 7 RUE GUSTAVE ROUANET;;;7  RUE GUSTAVE ROUANET 75018 PARIS;48.8963815;2.3400564;
